PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
77.44,7744,"Biopsy of bone, carpals and metacarpals",Metacarpal/carpal biopsy
77.45,7745,"Biopsy of bone, femur",Femoral biopsy
77.46,7746,"Biopsy of bone, patella",Patellar biopsy
77.47,7747,"Biopsy of bone, tibia and fibula",Tibia & fibula biopsy
77.48,7748,"Biopsy of bone, tarsals and metatarsals",Metatarsal/tarsal biopsy
77.49,7749,"Biopsy of bone, other bones",Bone biopsy NEC
77.51,7751,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal,Bunionect/sft/osteotomy
77.52,7752,Bunionectomy with soft tissue correction and arthrodesis,Bunionect/sft/arthrodes
77.53,7753,Other bunionectomy with soft tissue correction,Oth bunionect w sft corr
77.54,7754,Excision or correction of bunionette,Exc correct bunionette
77.56,7756,Repair of hammer toe,Repair of hammer toe
77.57,7757,Repair of claw toe,Repair of claw toe
77.58,7758,"Other excision, fusion and repair of toes","Oth exc, fus, repair toe"
77.59,7759,Other bunionectomy,Bunionectomy NEC
77.6,7760,"Local excision of lesion or tissue of bone, unspecified site",Loc exc bone lesion NOS
77.61,7761,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]",Exc chest cage bone les
77.62,7762,"Local excision of lesion or tissue of bone, humerus",Loc exc bone les humerus
77.63,7763,"Local excision of lesion or tissue of bone, radius and ulna",Loc exc les radius/ulna
77.64,7764,"Local excision of lesion or tissue of bone, carpals and metacarpals",Loc exc les metacar/car
77.65,7765,"Local excision of lesion or tissue of bone, femur",Loc exc bone les femur
77.66,7766,"Local excision of lesion or tissue of bone, patella",Loc exc bone les patella
77.67,7767,"Local excision of lesion or tissue of bone, tibia and fibula",Loc exc les tibia/fibula
77.68,7768,"Local excision of lesion or tissue of bone, tarsals and metatarsals",Loc exc les metatar/tar
77.69,7769,"Local excision of lesion or tissue of bone, other bones",Loc exc bone lesion NEC
77.7,7770,"Excision of bone for graft, unspecified site",Excise bone for grft NOS
77.71,7771,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]",Ex chest cage bone-gft
77.72,7772,"Excision of bone for graft, humerus",Excise humerus for graft
77.73,7773,"Excision of bone for graft, radius and ulna",Excis radius/ulna-graft
77.74,7774,"Excision of bone for graft, carpals and metacarpals",Excis metacar/car-graft
77.75,7775,"Excision of bone for graft, femur",Excise femur for graft
77.76,7776,"Excision of bone for graft, patella",Excise patella for graft
77.77,7777,"Excision of bone for graft, tibia and fibula",Excise tib/fib for graft
77.78,7778,"Excision of bone for graft, tarsals and metatarsals",Excis metatar/tar-graft
77.79,7779,"Excision of bone for graft, other bones",Excise bone for gft NEC
77.8,7780,"Other partial ostectomy, unspecified site",Oth part ostectomy NOS
77.81,7781,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum]",Oth chest cage ostectomy
77.82,7782,"Other partial ostectomy, humerus",Partial humerectomy NEC
77.83,7783,"Other partial ostectomy, radius and ulna",Part ostect-radius/ulna
77.84,7784,"Other partial ostectomy, carpals and metacarpals",Part ostect-metacar/car
77.85,7785,"Other partial ostectomy, femur",Part ostectomy-femur
77.86,7786,"Other partial ostectomy, patella",Partial patellectomy
77.87,7787,"Other partial ostectomy, tibia and fibula",Part ostect-tibia/fibula
77.88,7788,"Other partial ostectomy, tarsals and metatarsals",Part ostect-metatar/tar
77.89,7789,"Other partial ostectomy, other bones",Partial ostectomy NEC
77.9,7790,"Total ostectomy, unspecified site",Total ostectomy NOS
77.91,7791,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]",Tot chest cage ostectomy
77.92,7792,"Total ostectomy, humerus",Total ostectomy-humerus
77.93,7793,"Total ostectomy, radius and ulna",Tot ostect-radius/ulna
77.94,7794,"Total ostectomy, carpals and metacarpals",Tot ostect-metacarp/carp
77.95,7795,"Total ostectomy, femur",Tot ostectomy-femur
77.96,7796,"Total ostectomy, patella",Total patellectomy
77.97,7797,"Total ostectomy, tibia and fibula",Tot ostect-tibia/fibula
77.98,7798,"Total ostectomy, tarsals and metatarsals",Tot ostect-metatars/tars
77.99,7799,"Total ostectomy, other bones",Total ostectomy NEC
78,7800,"Bone graft, unspecified site",Bone graft NOS
78.01,7801,"Bone graft, scapula, clavicle, and thorax [ribs and sternum]",Bone graft to chest cage
78.02,7802,"Bone graft, humerus",Bone graft to humerus
78.03,7803,"Bone graft, radius and ulna",Bone graft-radius/ulna
78.04,7804,"Bone graft, carpals and metacarpals",Bone grft to metacar/car
78.05,7805,"Bone graft, femur",Bone graft to femur
78.06,7806,"Bone graft, patella",Bone graft to patella
78.07,7807,"Bone graft, tibia and fibula",Bone graft-tibia/fibula
78.08,7808,"Bone graft, tarsals and metatarsals",Bone graft-metatar/tar
78.09,7809,"Bone graft, other bones",Bone graft NEC
78.1,7810,"Application of external fixator device, unspecified site",Applic ext fix dev NOS
78.11,7811,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]",Appl ext fix-chest cage
78.12,7812,"Application of external fixator device, humerus",Applic ext fix-humerus
78.13,7813,"Application of external fixator device, radius and ulna",Appl ext fix-radius/ulna
78.14,7814,"Application of external fixator device, carpals and metacarpals",Appl ext fix-metacar/car
78.15,7815,"Application of external fixator device, femur",Applic ext fix dev-femur
78.16,7816,"Application of external fixator device, patella",Appl ext fix dev-patella
78.17,7817,"Application of external fixator device, tibia and fibula",Appl ext fix-tib/fibula
78.18,7818,"Application of external fixator device, tarsals and metatarsals",Appl ext fix-metatar/tar
78.19,7819,"Application of external fixator device, other bones",Applic ext fix dev NEC
78.2,7820,"Limb shortening procedures, unspecified site",Limb shorten proc NOS
78.22,7822,"Limb shortening procedures, humerus",Limb short proc-humerus
78.23,7823,"Limb shortening procedures, radius and ulna",Limb shorten-radius/ulna
78.24,7824,"Limb shortening procedures, carpals and metacarpals",Limb shorten-metacar/car
78.25,7825,"Limb shortening procedures, femur",Limb short proc-femur
78.27,7827,"Limb shortening procedures, tibia and fibula",Limb shorten-tib/fibula
78.28,7828,"Limb shortening procedures, tarsals and metatarsals",Limb shorten-metatar/tar
78.29,7829,"Limb shortening procedures, other bones",Limb shorten proc NEC
78.3,7830,"Limb lengthening procedures, unspecified site",Limb lengthen proc NOS
78.32,7832,"Limb lengthening procedures, humerus",Limb length proc-humerus
78.33,7833,"Limb lengthening procedures, radius and ulna",Limb length-radius/ulna
78.34,7834,"Limb lengthening procedures, carpals and metacarpals",Limb length-metacar/car
78.35,7835,"Limb lengthening procedures, femur",Limb length proc-femur
78.37,7837,"Limb lengthening procedures, tibia and fibula",Limb lengthen-tib/fibula
78.38,7838,"Limb lengthening procedures, tarsals and metatarsals",Limb lengthn-metatar/tar
78.39,7839,"Limb lengthening procedures, other bones",Limb lengthen proc NEC
78.4,7840,"Other repair or plastic operations on bone, unspecified site",Oth bone repair/plast op
78.41,7841,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum]",Oth chest cage rep/plast
78.42,7842,"Other repair or plastic operations on bone, humerus",Oth humerus repair/plast
78.43,7843,"Other repair or plastic operations on bone, radius and ulna",Oth rad/uln repair/plast
78.44,7844,"Other repair or plastic operations on bone, carpals and metacarpals",Oth metac/carp rep/plast
78.45,7845,"Other repair or plastic operations on bone, femur",Oth femur repair/plastic
78.46,7846,"Other repair or plastic operations on bone, patella",Oth patella repair/plast
78.47,7847,"Other repair or plastic operations on bone, tibia and fibula",Oth tib/fib repair/plast
78.48,7848,"Other repair or plastic operations on bone, tarsals and metatarsals",Oth meta/tar repa/plast
78.49,7849,"Other repair or plastic operations on bone, other bones",Oth bone repa/plast NEC
78.5,7850,"Internal fixation of bone without fracture reduction, unspecified site",Int fix w/o fx reduc NOS
78.51,7851,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]",Int fixation-chest cage
78.52,7852,"Internal fixation of bone without fracture reduction, humerus",Int fixation-humerus
78.53,7853,"Internal fixation of bone without fracture reduction, radius and ulna",Int fixation-radius/ulna
78.54,7854,"Internal fixation of bone without fracture reduction, carpals and metacarpals",Int fixation-metacar/car
78.55,7855,"Internal fixation of bone without fracture reduction, femur",Internal fixation-femur
78.56,7856,"Internal fixation of bone without fracture reduction, patella",Internal fix-patella
78.57,7857,"Internal fixation of bone without fracture reduction, tibia and fibula",Int fixation-tibia/fibul
78.58,7858,"Internal fixation of bone without fracture reduction, tarsals and metatarsals",Int fixation-metatar/tar
78.59,7859,"Internal fixation of bone without fracture reduction, other bones",Int fix-no fx reduct NEC
78.6,7860,"Removal of implanted devices from bone, unspecified site",Remove imp device NOS
78.61,7861,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]",Remov imp dev-chest cage
78.62,7862,"Removal of implanted devices from bone, humerus",Remove impl dev-humerus
78.63,7863,"Removal of implanted devices from bone, radius and ulna",Remov imp dev-radius/uln
78.64,7864,"Removal of implanted devices from bone, carpals and metacarpals",Remov imp dev-metac/carp
78.65,7865,"Removal of implanted devices from bone, femur",Remove imp device-femur
78.66,7866,"Removal of implanted devices from bone, patella",Remov imp device-patella
78.67,7867,"Removal of implanted devices from bone, tibia and fibula",Remov imp dev-tib/fibula
78.68,7868,"Removal of implanted devices from bone, tarsals and metatarsals",Remove imp dev-metat/tar
78.69,7869,"Removal of implanted devices from bone, other bones",Remove impl device NEC
78.7,7870,"Osteoclasis, unspecified site",Osteoclasis NOS
78.71,7871,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]",Osteoclasis-chest cage
78.72,7872,"Osteoclasis, humerus",Osteoclasis-humerus
78.73,7873,"Osteoclasis, radius and ulna",Osteoclasis-radius/ulna
78.74,7874,"Osteoclasis, carpals and metacarpals",Osteoclasis-metacar/car
78.75,7875,"Osteoclasis, femur",Osteoclasis-femur
78.76,7876,"Osteoclasis, patella",Osteoclasis-patella
78.77,7877,"Osteoclasis, tibia and fibula",Osteoclasis-tibia/fibula
78.78,7878,"Osteoclasis, tarsals and metatarsals",Osteoclasis-metatar/tar
78.79,7879,"Osteoclasis, other bones",Osteoclasis NEC
78.8,7880,"Diagnostic procedures on bone, not elsewhere classified, unspecified site",Other bone dx proc NOS
78.81,7881,"Diagnostic procedures on bone, not elsewhere classified, scapula, clavicle, and thorax [ribs and sternum]",Oth dx proced-chest cage
78.82,7882,"Diagnostic procedures on bone, not elsewhere classified, humerus",Oth dx proced-humerus
78.83,7883,"Diagnostic procedures on bone, not elsewhere classified, radius and ulna",Oth dx proc-radius/ulna
78.84,7884,"Diagnostic procedures on bone, not elsewhere classified, carpals and metacarpals",Oth dx proc-metacar/car
78.85,7885,"Diagnostic procedures on bone, not elsewhere classified, femur",Oth dx proced-femur
78.86,7886,"Diagnostic procedures on bone, not elsewhere classified, patella",Oth dx proced-patella
78.87,7887,"Diagnostic procedures on bone, not elsewhere classified, tibia and fibula",Oth dx proc-tibia/fibula
78.88,7888,"Diagnostic procedures on bone, not elsewhere classified, tarsals and metatarsals",Oth dx proc-metatar/tar
78.89,7889,"Diagnostic procedures on bone, not elsewhere classified, other bones",Other bone dx proc NEC
78.9,7890,"Insertion of bone growth stimulator, unspecified site",Insert bone stimul NOS
78.91,7891,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]",Insert bone stimul-chest
78.92,7892,"Insertion of bone growth stimulator, humerus",Insert bone stim-humerus
78.93,7893,"Insertion of bone growth stimulator, radius and ulna",Inser bone stim-rad/ulna
78.94,7894,"Insertion of bone growth stimulator, carpals and metacarpals",Inser bone stim-meta/car
78.95,7895,"Insertion of bone growth stimulator, femur",Insert bone stim-femur
78.96,7896,"Insertion of bone growth stimulator, patella",Insert bone stim-patella
78.97,7897,"Insertion of bone growth stimulator, tibia and fibula",Inser bone stim-tib/fib
78.98,7898,"Insertion of bone growth stimulator, tarsals and metatarsals",Inser bone stim-meta/tar
78.99,7899,"Insertion of bone growth stimulator, other bones",Insert bone stimul NEC
79,7900,"Closed reduction of fracture without internal fixation, unspecified site",Closed fx reduction NOS
79.01,7901,"Closed reduction of fracture without internal fixation, humerus",Closed fx reduct humerus
79.02,7902,"Closed reduction of fracture without internal fixation, radius and ulna",Cl fx reduc-radius/ulna
79.03,7903,"Closed reduction of fracture without internal fixation, carpals and metacarpals",Cl fx reduc-metacar/car
79.04,7904,"Closed reduction of fracture without internal fixation, phalanges of hand",Cl fx reduc-finger
79.05,7905,"Closed reduction of fracture without internal fixation, femur",Cl fx reduc-femur
79.06,7906,"Closed reduction of fracture without internal fixation, tibia and fibula",Cl fx reduc-tibia/fibula
79.07,7907,"Closed reduction of fracture without internal fixation, tarsals and metatarsals",Cl fx reduc-metatar/tar
79.08,7908,"Closed reduction of fracture without internal fixation, phalanges of foot",Cl fx reduc-toe
79.09,7909,"Closed reduction of fracture without internal fixation, other specified bone",Closed fx reduction NEC
79.1,7910,"Closed reduction of fracture with internal fixation, unspecified site",Cl fx reduc-int fix NOS
79.11,7911,"Closed reduction of fracture with internal fixation, humerus",Clos red-int fix humerus
79.12,7912,"Closed reduction of fracture with internal fixation, radius and ulna",Cl red-int fix rad/ulna
79.13,7913,"Closed reduction of fracture with internal fixation, carpals and metacarpals",Cl red-int fix metac/car
79.14,7914,"Closed reduction of fracture with internal fixation, phalanges of hand",Close red-int fix finger
79.15,7915,"Closed reduction of fracture with internal fixation, femur",Closed red-int fix femur
79.16,7916,"Closed reduction of fracture with internal fixation, tibia and fibula",Cl red-int fix tib/fibu
79.17,7917,"Closed reduction of fracture with internal fixation, tarsals and metatarsals",Cl red-int fix metat/tar
79.18,7918,"Closed reduction of fracture with internal fixation, phalanges of foot",Close red-int fix toe fx
79.19,7919,"Closed reduction of fracture with internal fixation, other specified bone",Cl fx reduc-int fix NEC
79.2,7920,"Open reduction of fracture without internal fixation, unspecified site",Open fx reduction NOS
79.21,7921,"Open reduction of fracture without internal fixation, humerus",Open reduc-humerus fx
